timestamp,open_price,low_price,high_price,close_price,volume_price
2007-03-05T16:00:00.000Z,48.9538,48.9912,48.2484,48.9325,589734.0
2007-03-05T17:00:00.000Z,48.5403,49.0592,48.2388,48.854,57111.0
2007-03-05T18:00:00.000Z,48.9218,49.0486,48.591,48.9752,2301.0
2007-03-06T05:00:00.000Z,49.3434,49.3541,49.0979,49.0979,836.0
2007-03-06T07:00:00.000Z,49.3434,49.3434,49.338,49.338,1150.0
2007-03-06T08:00:00.000Z,49.3594,49.3861,49.1726,49.3807,1464.0
2007-03-06T09:00:00.000Z,49.3861,49.877,49.226,49.7596,1388669.0
2007-03-06T10:00:00.000Z,49.7596,49.7863,49.5995,49.6529,1544419.0
2007-03-06T11:00:00.000Z,49.6475,49.8076,49.5141,49.8076,1255200.0
2007-03-06T12:00:00.000Z,49.8023,49.861,49.6262,49.6849,872154.0
2007-03-06T13:00:00.000Z,49.6849,49.829,49.6529,49.7436,638164.0
2007-03-06T14:00:00.000Z,49.7436,49.9997,49.6956,49.9731,1033552.0
2007-03-06T15:00:00.000Z,49.9731,50.1011,49.909,50.0424,2378290.0
2007-03-06T16:00:00.000Z,50.0478,50.0531,49.778,50.0371,398735.0
2007-03-06T18:00:00.000Z,50.0798,50.0798,50.0798,50.0798,209.0
2007-03-06T19:00:00.000Z,50.0495,50.0495,50.0495,50.0495,104.0
2007-03-07T08:00:00.000Z,50.0264,50.0264,49.9731,49.9731,5125.0
2007-03-07T09:00:00.000Z,49.9731,50.6134,49.957,50.2825,1633329.0
2007-03-07T10:00:00.000Z,50.2879,50.48,50.1758,50.3039,1674646.0
2007-03-07T11:00:00.000Z,50.3039,50.3626,50.2345,50.2612,1052694.0
2007-03-07T12:00:00.000Z,50.2505,50.3412,50.2239,50.2345,728539.0
2007-03-07T13:00:00.000Z,50.2292,50.3573,50.1758,50.3092,899560.0
2007-03-07T14:00:00.000Z,50.3092,50.3519,50.1865,50.2505,1251225.0
2007-03-07T15:00:00.000Z,50.2505,50.3786,50.1278,50.1491,1803722.0
2007-03-07T16:00:00.000Z,50.2458,50.301,50.1278,50.301,175205.0
2007-03-07T17:00:00.000Z,50.1882,50.1882,50.1882,50.1882,4707.0
2007-03-07T18:00:00.000Z,50.2932,50.2932,50.0211,50.0211,209.0
2007-03-08T07:00:00.000Z,50.2345,50.2345,50.2345,50.2345,104.0
2007-03-08T08:00:00.000Z,50.5067,50.5814,50.5067,50.5654,2092.0
2007-03-08T09:00:00.000Z,50.4533,50.5974,50.2132,50.2132,887844.0
2007-03-08T10:00:00.000Z,50.2185,50.3999,50.1438,50.2719,920480.0
2007-03-08T11:00:00.000Z,50.2772,50.3359,50.1918,50.2505,697368.0
2007-03-08T12:00:00.000Z,50.2452,50.2452,49.6849,49.7383,1244740.0
2007-03-08T13:00:00.000Z,49.7383,49.8877,49.7276,49.7863,763370.0
2007-03-08T14:00:00.000Z,49.7863,49.8076,49.3695,49.5888,1370469.0
2007-03-08T15:00:00.000Z,49.5888,49.7223,49.5462,49.6209,1394318.0
2007-03-08T16:00:00.000Z,49.6209,50.1118,49.5835,49.5835,246437.0
2007-03-08T17:00:00.000Z,49.6147,49.797,49.6147,49.797,6485.0
2007-03-08T19:00:00.000Z,49.797,49.797,49.6796,49.6796,627.0
2007-03-09T08:00:00.000Z,49.5408,49.9197,49.5408,49.8877,2719.0
2007-03-09T09:00:00.000Z,49.8823,50.1598,49.7489,49.8717,972047.0
2007-03-09T10:00:00.000Z,49.8717,49.941,49.5302,49.6582,1479044.0
2007-03-09T11:00:00.000Z,49.6582,49.8023,49.5675,49.7329,882301.0
2007-03-09T12:00:00.000Z,49.7329,49.8877,49.7009,49.7863,499255.0
2007-03-09T13:00:00.000Z,49.7863,49.861,49.6582,49.6796,642557.0
2007-03-09T14:00:00.000Z,49.6849,49.8076,49.6155,49.7489,815775.0
2007-03-09T15:00:00.000Z,49.7436,49.9464,49.7062,49.7916,841507.0
2007-03-09T16:00:00.000Z,49.7863,49.8293,49.7698,49.7756,312231.0
2007-03-09T17:00:00.000Z,49.7863,49.7863,49.7863,49.7863,3033.0
2007-03-09T18:00:00.000Z,49.6929,49.7596,49.6929,49.7596,732.0
2007-03-12T07:00:00.000Z,49.9197,49.9197,49.9197,49.9197,104.0
2007-03-12T09:00:00.000Z,49.9837,50.0424,49.6155,49.9464,266416.0
2007-03-12T10:00:00.000Z,49.941,50.0798,49.909,49.9464,565886.0
2007-03-12T11:00:00.000Z,49.9464,50.0104,49.6849,49.8343,440889.0
2007-03-12T12:00:00.000Z,49.8343,50.1491,49.829,50.1491,448420.0
2007-03-12T13:00:00.000Z,50.1491,50.1545,50.0157,50.1011,398839.0
2007-03-12T14:00:00.000Z,50.1011,50.2505,50.0531,50.1331,876443.0
2007-03-12T15:00:00.000Z,50.1331,50.2505,50.0691,50.2239,1052485.0
2007-03-12T16:00:00.000Z,50.2345,50.2452,49.8917,50.2452,326561.0
2007-03-12T17:00:00.000Z,49.893,50.0051,49.797,49.9677,13911.0
2007-03-13T04:00:00.000Z,51.163,51.163,51.163,51.163,104.0
2007-03-13T09:00:00.000Z,50.0851,50.3466,49.9464,50.0744,841193.0
2007-03-13T10:00:00.000Z,50.0531,50.2719,49.9464,50.2399,766822.0
2007-03-13T11:00:00.000Z,50.2311,50.4106,50.2025,50.2879,805943.0
2007-03-13T12:00:00.000Z,50.2932,50.3626,49.9464,49.9944,1281873.0
2007-03-13T13:00:00.000Z,49.9944,50.1438,49.957,50.0798,913576.0
2007-03-13T14:00:00.000Z,50.0851,50.0958,49.7009,49.7703,1078216.0
2007-03-13T15:00:00.000Z,49.7703,49.8717,49.4234,49.4661,1861357.0
2007-03-13T16:00:00.000Z,49.4715,50.1189,49.4715,50.1189,241416.0
2007-03-13T18:00:00.000Z,49.5462,49.5462,49.4715,49.4715,1255.0
2007-03-13T19:00:00.000Z,49.4661,49.4661,49.4661,49.4661,104.0
2007-03-14T07:00:00.000Z,49.3541,49.3541,48.559,48.559,732.0
2007-03-14T08:00:00.000Z,49.3594,49.4501,49.194,49.194,1255.0
2007-03-14T09:00:00.000Z,49.2847,49.7329,49.2847,49.5248,882196.0
2007-03-14T10:00:00.000Z,49.5248,49.8663,49.29,49.7489,1252375.0
2007-03-14T11:00:00.000Z,49.7436,49.9837,49.6529,49.6742,1067767.0
2007-03-14T12:00:00.000Z,49.6689,49.7116,49.1459,49.29,1893887.0
2007-03-14T13:00:00.000Z,49.2954,50.0051,49.29,49.797,1332499.0
2007-03-14T14:00:00.000Z,49.813,50.0371,49.7543,49.9197,802757.0
2007-03-14T15:00:00.000Z,49.925,50.1758,49.7863,50.0317,1486784.0
2007-03-14T16:00:00.000Z,50.0317,50.0317,49.7234,50.0317,188489.0
2007-03-14T17:00:00.000Z,50.0317,50.0371,50.0317,50.0371,418.0
2007-03-14T18:00:00.000Z,50.0371,50.0371,50.0371,50.0371,209.0
2007-03-15T08:00:00.000Z,50.0638,50.0638,49.9464,49.9464,1150.0
2007-03-15T09:00:00.000Z,49.925,50.1171,49.7916,50.0958,526974.0
2007-03-15T10:00:00.000Z,50.0958,50.1438,49.8823,49.9144,963522.0
2007-03-15T11:00:00.000Z,49.9037,49.9517,49.6796,49.7276,775922.0
2007-03-15T12:00:00.000Z,49.7276,49.9891,49.6849,49.8823,578438.0
2007-03-15T13:00:00.000Z,49.8823,50.0051,49.7329,49.8076,733244.0
2007-03-15T14:00:00.000Z,49.813,49.9464,49.6902,49.909,891715.0
2007-03-15T15:00:00.000Z,49.909,49.925,49.829,49.861,1189302.0
2007-03-15T16:00:00.000Z,49.8663,49.8908,49.8503,49.8503,228760.0
2007-03-15T17:00:00.000Z,50.0317,50.0317,49.8663,49.8663,189953.0
2007-03-15T19:00:00.000Z,49.813,49.813,49.813,49.813,209.0
2007-03-16T09:00:00.000Z,49.8877,50.3999,49.6689,49.861,3438306.0
2007-03-16T10:00:00.000Z,49.8663,49.957,49.8236,49.9144,798411.0
2007-03-16T11:00:00.000Z,49.9144,49.925,49.7062,49.8557,819541.0
2007-03-16T12:00:00.000Z,49.845,49.909,49.8183,49.8717,504695.0
2007-03-16T13:00:00.000Z,49.8717,49.8983,49.8023,49.893,587956.0
2007-03-16T14:00:00.000Z,49.893,49.8983,49.6369,49.7436,840931.0
2007-03-16T15:00:00.000Z,49.7543,49.8717,49.6582,49.7703,1008762.0
2007-03-16T16:00:00.000Z,49.7756,49.8602,49.7223,49.7596,548208.0
2007-03-16T17:00:00.000Z,49.7223,49.7223,49.7223,49.7223,1255.0
2007-03-16T18:00:00.000Z,49.7596,49.7596,49.7211,49.7211,3451.0
2007-03-16T19:00:00.000Z,49.7596,49.7596,49.7596,49.7596,1359.0
2007-03-19T07:00:00.000Z,50.0371,50.0531,50.0371,50.0531,2092.0
2007-03-19T09:00:00.000Z,50.1331,50.1705,49.8717,49.9304,522399.0
2007-03-19T10:00:00.000Z,49.9304,50.2399,49.8343,50.1812,678226.0
2007-03-19T11:00:00.000Z,50.1758,50.3306,50.0317,50.2452,775086.0
2007-03-19T12:00:00.000Z,50.2505,50.3252,50.0958,50.1598,532832.0
2007-03-19T13:00:00.000Z,50.1545,50.2345,50.0798,50.2025,505636.0
2007-03-19T14:00:00.000Z,50.1972,50.2665,50.1225,50.1705,591393.0
2007-03-19T15:00:00.000Z,50.1812,50.2078,50.0424,50.1758,895637.0
2007-03-19T16:00:00.000Z,50.1598,50.1865,49.7596,49.7596,94663.0
2007-03-19T17:00:00.000Z,50.1831,50.1831,50.1831,50.1831,2301.0
2007-03-20T09:00:00.000Z,50.1598,50.2559,50.0104,50.0104,488691.0
2007-03-20T10:00:00.000Z,50.0157,50.1545,49.9197,50.1438,727597.0
2007-03-20T11:00:00.000Z,50.1385,50.2345,50.1118,50.2292,543083.0
2007-03-20T12:00:00.000Z,50.2292,50.3466,50.2078,50.2505,487645.0
2007-03-20T13:00:00.000Z,50.2559,50.3519,50.1812,50.2185,654377.0
2007-03-20T14:00:00.000Z,50.2132,50.3252,50.1758,50.2932,440889.0
2007-03-20T15:00:00.000Z,50.2932,50.4426,50.2932,50.4213,1072673.0
2007-03-20T16:00:00.000Z,50.4213,50.4266,50.23,50.23,193719.0
2007-03-20T17:00:00.000Z,50.4266,50.4266,50.4266,50.4266,7112.0
2007-03-21T06:00:00.000Z,50.3199,50.3199,50.2345,50.2345,209.0
2007-03-21T07:00:00.000Z,50.3199,50.4213,50.3199,50.4213,1882.0
2007-03-21T09:00:00.000Z,50.4266,50.56,50.1918,50.2505,821946.0
2007-03-21T10:00:00.000Z,50.2452,50.5333,50.0691,50.2612,1262673.0
2007-03-21T11:00:00.000Z,50.2505,50.2772,50.1652,50.2078,507100.0
2007-03-21T12:00:00.000Z,50.2025,50.2612,50.1331,50.1545,416883.0
2007-03-21T13:00:00.000Z,50.1491,50.2239,50.1331,50.1438,540259.0
2007-03-21T14:00:00.000Z,50.1491,50.8749,50.1065,50.8695,1920979.0
2007-03-21T15:00:00.000Z,50.8695,51.1257,50.8215,50.8802,2190219.0
2007-03-21T16:00:00.000Z,50.8802,50.9015,50.4718,50.8268,323946.0
2007-03-21T17:00:00.000Z,50.7788,50.7788,50.7788,50.7788,104.0
2007-03-22T08:00:00.000Z,50.7841,50.7895,50.7841,50.7895,209.0
2007-03-22T09:00:00.000Z,50.8002,50.9282,50.5494,50.5867,610864.0
2007-03-22T10:00:00.000Z,50.5974,50.7148,50.5067,50.592,1109596.0
2007-03-22T11:00:00.000Z,50.592,50.6934,50.5067,50.6347,802595.0
2007-03-22T12:00:00.000Z,50.6347,50.7575,50.5974,50.6081,559400.0
2007-03-22T13:00:00.000Z,50.6081,50.7361,50.5814,50.7148,475197.0
2007-03-22T14:00:00.000Z,50.7201,50.8909,50.6988,50.8322,692975.0
2007-03-22T15:00:00.000Z,50.8322,50.8428,50.6507,50.7788,1395102.0
2007-03-22T16:00:00.000Z,50.7948,50.7948,50.6846,50.6895,59308.0
2007-03-22T17:00:00.000Z,50.6895,50.6895,50.6895,50.6895,24999.0
2007-03-22T18:00:00.000Z,50.7948,50.7948,50.7948,50.7948,306687.0
2007-03-23T08:00:00.000Z,50.7948,50.7948,50.7948,50.7948,13179.0
2007-03-23T09:00:00.000Z,50.5974,50.6934,50.5067,50.5654,630738.0
2007-03-23T10:00:00.000Z,50.5654,50.8002,50.56,50.6668,817239.0
2007-03-23T11:00:00.000Z,50.6507,50.7468,50.5867,50.6507,463901.0
2007-03-23T12:00:00.000Z,50.6454,50.6988,50.5974,50.6828,469929.0
2007-03-23T13:00:00.000Z,50.6881,50.7308,50.6081,50.6401,417144.0
2007-03-23T14:00:00.000Z,50.6454,50.7441,50.6134,50.7361,718602.0
2007-03-23T15:00:00.000Z,50.7361,50.8108,50.6614,50.7041,806968.0
2007-03-23T16:00:00.000Z,50.7041,50.9069,50.6671,50.7196,30752.0
2007-03-26T07:00:00.000Z,50.7575,50.7575,50.7575,50.7575,104.0
2007-03-26T08:00:00.000Z,50.7094,50.7308,50.7094,50.7308,313.0
2007-03-26T09:00:00.000Z,50.6934,50.8268,50.56,50.5707,626875.0
2007-03-26T10:00:00.000Z,50.5654,50.5814,50.3306,50.464,1652993.0
2007-03-26T11:00:00.000Z,50.4586,50.5333,50.3306,50.4213,952213.0
2007-03-26T12:00:00.000Z,50.4213,50.592,50.3679,50.432,658143.0
2007-03-26T13:00:00.000Z,50.432,50.5067,50.3466,50.4693,535029.0
2007-03-26T14:00:00.000Z,50.4693,50.6668,50.4693,50.6561,575090.0
2007-03-26T15:00:00.000Z,50.6668,50.8002,50.576,50.6934,1337520.0
2007-03-26T16:00:00.000Z,50.6934,50.7201,50.5092,50.6934,531995.0
2007-03-26T17:00:00.000Z,50.4608,50.7201,50.3861,50.7201,2301.0
2007-03-27T09:00:00.000Z,50.6934,50.7094,50.4266,50.4693,659293.0
2007-03-27T10:00:00.000Z,50.48,50.5333,50.3199,50.3946,925605.0
2007-03-27T11:00:00.000Z,50.3893,50.4533,50.2665,50.4266,552811.0
2007-03-27T12:00:00.000Z,50.4213,50.56,50.3893,50.56,461286.0
2007-03-27T13:00:00.000Z,50.5547,50.6134,50.5387,50.5707,548208.0
2007-03-27T14:00:00.000Z,50.5654,50.6241,50.4853,50.6134,613479.0
2007-03-27T15:00:00.000Z,50.6144,50.6774,50.496,50.5387,828641.0
2007-03-27T16:00:00.000Z,50.5494,50.5974,50.3444,50.5494,137444.0
2007-03-27T17:00:00.000Z,50.4747,50.4747,50.4747,50.4747,209.0
2007-03-28T08:00:00.000Z,50.48,50.48,50.48,50.48,1464.0
2007-03-28T09:00:00.000Z,50.1065,50.3733,50.1065,50.1705,857615.0
2007-03-28T10:00:00.000Z,50.1705,50.7041,50.0531,50.4533,2376328.0
2007-03-28T11:00:00.000Z,50.4533,50.4747,50.2399,50.2719,796529.0
2007-03-28T12:00:00.000Z,50.2772,50.5814,50.2719,50.5173,1004055.0
2007-03-28T13:00:00.000Z,50.512,50.5654,50.432,50.5333,479800.0
2007-03-28T14:00:00.000Z,50.5333,50.5654,50.2665,50.3733,828222.0
2007-03-28T15:00:00.000Z,50.3733,50.5867,50.2452,50.2665,1846190.0
2007-03-28T16:00:00.000Z,50.2986,50.4186,50.1918,50.1918,90688.0
2007-03-28T18:00:00.000Z,50.2932,50.2932,50.2932,50.2932,627.0
2007-03-29T09:00:00.000Z,50.3199,50.6934,50.3199,50.6081,576136.0
2007-03-29T10:00:00.000Z,50.6027,50.6828,50.544,50.576,720380.0
2007-03-29T11:00:00.000Z,50.5814,50.7521,50.5547,50.5547,919852.0
2007-03-29T12:00:00.000Z,50.5547,50.6721,50.5067,50.5067,850502.0
2007-03-29T13:00:00.000Z,50.5067,50.56,50.2239,50.2505,877907.0
2007-03-29T14:00:00.000Z,50.2452,50.4533,50.1385,50.4533,1230096.0
2007-03-29T15:00:00.000Z,50.4426,50.5547,50.3733,50.4586,1595882.0
2007-03-29T16:00:00.000Z,50.464,50.5031,50.4533,50.464,128658.0
2007-03-29T17:00:00.000Z,50.4373,50.5872,50.4373,50.5872,1464.0
2007-03-29T18:00:00.000Z,50.3466,50.3466,50.3466,50.3466,104.0
2007-03-30T06:00:00.000Z,50.2078,50.2132,50.2078,50.2132,209.0
2007-03-30T08:00:00.000Z,50.6668,50.8962,50.432,50.432,1673.0
2007-03-30T09:00:00.000Z,50.464,50.5333,50.2345,50.4747,637850.0
2007-03-30T10:00:00.000Z,50.4693,50.56,50.2879,50.3573,1090978.0
2007-03-30T11:00:00.000Z,50.3466,50.3999,49.9304,50.1918,1881021.0
2007-03-30T12:00:00.000Z,50.1918,50.2879,50.0798,50.1331,693079.0
2007-03-30T13:00:00.000Z,50.1278,50.2132,50.0691,50.1598,712744.0
2007-03-30T14:00:00.000Z,50.1545,50.512,50.1171,50.4053,932247.0
2007-03-30T15:00:00.000Z,50.3999,50.4266,50.2345,50.2879,1233024.0
2007-03-30T16:00:00.000Z,50.2986,50.3999,50.2715,50.3999,115687.0
2007-03-30T17:00:00.000Z,50.2986,50.2986,50.2986,50.2986,6799.0
